,Unnamed: 0,workerId,chain,generation,level,arrayTraining,encodingCorrected,nounsUser,prepsUser,seenInTraining,Grammar_HInitial-noCE.m.Left.r.Atop,Grammar_HInitial-noCE.m.Atop.r.Left,Grammar_HInitial-noCE.m.Left.r.Under,Grammar_HInitial-noCE.m.Atop.r.Right,Grammar_HInitial-noCE.m.Right.r.Atop,Grammar_HInitial-noCE.m.Under.r.Left,Grammar_HInitial-noCE.m.Right.r.Under,Grammar_HInitial-noCE.m.Under.r.Right,Grammar_HFinal-noCE.m.Left.r.Atop,Grammar_HFinal-noCE.m.Atop.r.Left,Grammar_HFinal-noCE.m.Left.r.Under,Grammar_HFinal-noCE.m.Atop.r.Right,Grammar_HFinal-noCE.m.Right.r.Atop,Grammar_HFinal-noCE.m.Under.r.Left,Grammar_HFinal-noCE.m.Right.r.Under,Grammar_HFinal-noCE.m.Under.r.Right,Grammar_HInitial-CE.m.Left.r.Atop,Grammar_HInitial-CE.m.Atop.r.Left,Grammar_HInitial-CE.m.Left.r.Under,Grammar_HInitial-CE.m.Atop.r.Right,Grammar_HInitial-CE.m.Right.r.Atop,Grammar_HInitial-CE.m.Under.r.Left,Grammar_HInitial-CE.m.Right.r.Under,Grammar_HInitial-CE.m.Under.r.Right,Grammar_HFinal-CE.m.Left.r.Atop,Grammar_HFinal-CE.m.Atop.r.Left,Grammar_HFinal-CE.m.Left.r.Under,Grammar_HFinal-CE.m.Atop.r.Right,Grammar_HFinal-CE.m.Right.r.Atop,Grammar_HFinal-CE.m.Under.r.Left,Grammar_HFinal-CE.m.Right.r.Under,Grammar_HFinal-CE.m.Under.r.Right,Grammar_HInitial-Crossed-PreP.m.Left.r.Atop,Grammar_HInitial-Crossed-PreP.m.Atop.r.Left,Grammar_HInitial-Crossed-PreP.m.Left.r.Under,Grammar_HInitial-Crossed-PreP.m.Atop.r.Right,Grammar_HInitial-Crossed-PreP.m.Right.r.Atop,Grammar_HInitial-Crossed-PreP.m.Under.r.Left,Grammar_HInitial-Crossed-PreP.m.Right.r.Under,Grammar_HInitial-Crossed-PreP.m.Under.r.Right,Grammar_HInitial-Crossed-PostP.m.Left.r.Atop,Grammar_HInitial-Crossed-PostP.m.Atop.r.Left,Grammar_HInitial-Crossed-PostP.m.Left.r.Under,Grammar_HInitial-Crossed-PostP.m.Atop.r.Right,Grammar_HInitial-Crossed-PostP.m.Right.r.Atop,Grammar_HInitial-Crossed-PostP.m.Under.r.Left,Grammar_HInitial-Crossed-PostP.m.Right.r.Under,Grammar_HInitial-Crossed-PostP.m.Under.r.Right,Grammar_HFinal-Crossed-PreP.m.Left.r.Atop,Grammar_HFinal-Crossed-PreP.m.Atop.r.Left,Grammar_HFinal-Crossed-PreP.m.Left.r.Under,Grammar_HFinal-Crossed-PreP.m.Atop.r.Right,Grammar_HFinal-Crossed-PreP.m.Right.r.Atop,Grammar_HFinal-Crossed-PreP.m.Under.r.Left,Grammar_HFinal-Crossed-PreP.m.Right.r.Under,Grammar_HFinal-Crossed-PreP.m.Under.r.Right,Grammar_HFinal-Crossed-PostP.m.Left.r.Atop,Grammar_HFinal-Crossed-PostP.m.Atop.r.Left,Grammar_HFinal-Crossed-PostP.m.Left.r.Under,Grammar_HFinal-Crossed-PostP.m.Atop.r.Right,Grammar_HFinal-Crossed-PostP.m.Right.r.Atop,Grammar_HFinal-Crossed-PostP.m.Under.r.Left,Grammar_HFinal-Crossed-PostP.m.Right.r.Under,Grammar_HFinal-Crossed-PostP.m.Under.r.Right
63,64,A1,C,7,2,"[[1,1],[3]]",tmtrv,ktsv,mr,True,tmtrv,tmtmv,vrtmt,vmtmt,tmtrv,tmtmv,vrtmt,vmtmt,vrtmt,vmtmt,tmtrv,tmtmv,vrtmt,vmtmt,tmtrv,tmtmv,ttvrm,ttvmm,vttmr,vttmm,ttvrm,ttvmm,vttmr,vttmm,mrvtt,mmvtt,rmttv,mmttv,mrvtt,mmvtt,rmttv,mmttv,mrttv,mmttv,rmvtt,mmvtt,mrttv,mmttv,rmvtt,mmvtt,ttvmr,ttvmm,vttrm,vttmm,ttvmr,ttvmm,vttrm,vttmm,rmvtt,mmvtt,mrttv,mmttv,rmvtt,mmvtt,mrttv,mmttv,vttrm,vttmm,ttvmr,ttvmm,vttrm,vttmm,ttvmr,ttvmm
62,63,A1,C,7,2,"[[0,[0]],1]",krkmt,ktsv,mr,True,krkmt,krkrt,krkmt,krkrt,tmkrk,trkrk,tmkrk,trkrk,tmkrk,trkrk,tmkrk,trkrk,krkmt,krkrt,krkmt,krkrt,kktmr,kktrr,kktmr,kktrr,tkkrm,tkkrr,tkkrm,tkkrr,rmtkk,rrtkk,rmtkk,rrtkk,mrkkt,rrkkt,mrkkt,rrkkt,rmkkt,rrkkt,rmkkt,rrkkt,mrtkk,rrtkk,mrtkk,rrtkk,kktrm,kktrr,kktrm,kktrr,tkkmr,tkkrr,tkkmr,tkkrr,mrtkk,rrtkk,mrtkk,rrtkk,rmkkt,rrkkt,rmkkt,rrkkt,tkkmr,tkkrr,tkkmr,tkkrr,kktrm,kktrr,kktrm,kktrr
61,62,A1,C,7,2,"[1,[3,[0]]]",tmvrk,ktsv,mr,True,tmvrk,trvrk,tmkrv,trkrv,vrkmt,vrkrt,krvmt,krvrt,krvmt,krvrt,vrkmt,vrkrt,tmkrv,trkrv,tmvrk,trvrk,tvkrm,tvkrr,tkvrm,tkvrr,vktmr,vktrr,kvtmr,kvtrr,mrkvt,rrkvt,mrvkt,rrvkt,rmtkv,rrtkv,rmtvk,rrtvk,mrtvk,rrtvk,mrtkv,rrtkv,rmvkt,rrvkt,rmkvt,rrkvt,tvkmr,tvkrr,tkvmr,tkvrr,vktrm,vktrr,kvtrm,kvtrr,rmkvt,rrkvt,rmvkt,rrvkt,mrtkv,rrtkv,mrtvk,rrtvk,kvtrm,kvtrr,vktrm,vktrr,tkvmr,tkvrr,tvkmr,tvkrr
68,69,A1,C,7,3,"[0,[[[2,[1]],0]]]",srtmkrk,ktsv,mr,False,krsrtmk,kmsrtrk,trsmkrk,trsrkmk,krkmsrt,kmkrsrt,kmtrsrk,krtrsmk,kmtrsrk,krtrsmk,krkmsrt,kmkrsrt,trsmkrk,trsrkmk,krsrtmk,kmsrtrk,kstkmrr,kstkrrm,tskkrmr,tskkmrr,kkstrmr,kkstrrm,ktskrrm,ktskmrr,rrmktsk,mrrktsk,rmrkkst,rrmkkst,rmrtskk,mrrtskk,mrrkstk,rrmkstk,rrmkstk,mrrkstk,rmrtskk,rrmtskk,rmrkkst,mrrkkst,mrrktsk,rrmktsk,kstkrrm,kstkmrr,tskkrmr,tskkrrm,kkstrmr,kkstmrr,ktskmrr,ktskrrm,mrrktsk,rrmktsk,rmrkkst,mrrkkst,rmrtskk,rrmtskk,rrmkstk,mrrkstk,ktskmrr,ktskrrm,kkstrmr,kkstmrr,tskkrmr,tskkrrm,kstkrrm,kstkmrr
77,78,A1,C,7,3,"[1,[[[0,1],[3]]]]",trkmtrv,ktsv,mr,False,trkmtrv,tmkmtmv,vrkmtrt,vmkmtmt,trtmkrv,tmtmkmv,vrtmkrt,vmtmkmt,vrtmkrt,vmtmkmt,trtmkrv,tmtmkmv,vrkmtrt,vmkmtmt,trkmtrv,tmkmtmv,tktvrmr,tktvmmm,vkttrmr,vkttmmm,ttkvrmr,ttkvmmm,vtktrmr,vtktmmm,rmrvtkt,mmmvtkt,rmrttkv,mmmttkv,rmrvktt,mmmvktt,rmrtktv,mmmtktv,rmrtktv,mmmtktv,rmrvktt,mmmvktt,rmrttkv,mmmttkv,rmrvtkt,mmmvtkt,tktvrmr,tktvmmm,vkttrmr,vkttmmm,ttkvrmr,ttkvmmm,vtktrmr,vtktmmm,rmrvtkt,mmmvtkt,rmrttkv,mmmttkv,rmrvktt,mmmvktt,rmrtktv,mmmtktv,vtktrmr,vtktmmm,ttkvrmr,ttkvmmm,vkttrmr,vkttmmm,tktvrmr,tktvmmm
79,80,A1,C,7,3,"[[[1,1],2],1]",tmtmsmt,ktsv,mr,False,tmtmsmt,trtmsrt,tmtmsmt,trtmsrt,tmsmtmt,trsmtrt,tmsmtmt,trsmtrt,tmsmtmt,trsmtrt,tmsmtmt,trsmtrt,tmtmsmt,trtmsrt,tmtmsmt,trtmsrt,ttstmmm,ttstrmr,ttstmmm,ttstrmr,tsttmmm,tsttrmr,tsttmmm,tsttrmr,mmmtstt,rmrtstt,mmmtstt,rmrtstt,mmmttst,rmrttst,mmmttst,rmrttst,mmmttst,rmrttst,mmmttst,rmrttst,mmmtstt,rmrtstt,mmmtstt,rmrtstt,ttstmmm,ttstrmr,ttstmmm,ttstrmr,tsttmmm,tsttrmr,tsttmmm,tsttrmr,mmmtstt,rmrtstt,mmmtstt,rmrtstt,mmmttst,rmrttst,mmmttst,rmrttst,tsttmmm,tsttrmr,tsttmmm,tsttrmr,ttstmmm,ttstrmr,ttstmmm,ttstrmr
82,762,A10,E,7,0,2,m,stmr,vk,True,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m
104,784,A10,E,7,2,"[1,[2,[2]]]",tttmm,stmr,vk,False,tvmkm,tkmkm,tvmkm,tkmkm,mkmvt,mkmkt,mkmvt,mkmkt,mkmvt,mkmkt,mkmvt,mkmkt,tvmkm,tkmkm,tvmkm,tkmkm,tmmkv,tmmkk,tmmkv,tmmkk,mmtvk,mmtkk,mmtvk,mmtkk,vkmmt,kkmmt,vkmmt,kkmmt,kvtmm,kktmm,kvtmm,kktmm,vktmm,kktmm,vktmm,kktmm,kvmmt,kkmmt,kvmmt,kkmmt,tmmvk,tmmkk,tmmvk,tmmkk,mmtkv,mmtkk,mmtkv,mmtkk,kvmmt,kkmmt,kvmmt,kkmmt,vktmm,kktmm,vktmm,kktmm,mmtkv,mmtkk,mmtkv,mmtkk,tmmvk,tmmkk,tmmvk,tmmkk
105,785,A10,E,7,2,"[3,[[0,[0]]]]",rrsrs,stmr,vk,False,rksks,rvsvs,skskr,svsvr,rksks,rvsvs,skskr,svsvr,skskr,svsvr,rksks,rvsvs,skskr,svsvr,rksks,rvsvs,rsskk,rssvv,ssrkk,ssrvv,rsskk,rssvv,ssrkk,ssrvv,kkssr,vvssr,kkrss,vvrss,kkssr,vvssr,kkrss,vvrss,kkrss,vvrss,kkssr,vvssr,kkrss,vvrss,kkssr,vvssr,rsskk,rssvv,ssrkk,ssrvv,rsskk,rssvv,ssrkk,ssrvv,kkssr,vvssr,kkrss,vvrss,kkssr,vvssr,kkrss,vvrss,ssrkk,ssrvv,rsskk,rssvv,ssrkk,ssrvv,rsskk,rssvv
106,786,A10,E,7,2,"[[3,[3]],[2]]",rrrrm,stmr,vk,False,rkrkm,rkrvm,mkrkr,mvrkr,rkrkm,rkrvm,mkrkr,mvrkr,mkrkr,mvrkr,rkrkm,rkrvm,mkrkr,mvrkr,rkrkm,rkrvm,rrmkk,rrmvk,mrrkk,mrrkv,rrmkk,rrmvk,mrrkk,mrrkv,kkmrr,kvmrr,kkrrm,vkrrm,kkmrr,kvmrr,kkrrm,vkrrm,kkrrm,kvrrm,kkmrr,vkmrr,kkrrm,kvrrm,kkmrr,vkmrr,rrmkk,rrmkv,mrrkk,mrrvk,rrmkk,rrmkv,mrrkk,mrrvk,kkmrr,vkmrr,kkrrm,kvrrm,kkmrr,vkmrr,kkrrm,kvrrm,mrrkk,mrrvk,rrmkk,rrmkv,mrrkk,mrrvk,rrmkk,rrmkv
107,787,A10,E,7,2,"[1,[3,3]]",ttrtr,stmr,vk,False,tvrvr,tkrvr,tvrvr,tkrvr,rvrvt,rvrkt,rvrvt,rvrkt,rvrvt,rvrkt,rvrvt,rvrkt,tvrvr,tkrvr,tvrvr,tkrvr,trrvv,trrvk,trrvv,trrvk,rrtvv,rrtkv,rrtvv,rrtkv,vvrrt,kvrrt,vvrrt,kvrrt,vvtrr,vktrr,vvtrr,vktrr,vvtrr,kvtrr,vvtrr,kvtrr,vvrrt,vkrrt,vvrrt,vkrrt,trrvv,trrkv,trrvv,trrkv,rrtvv,rrtvk,rrtvv,rrtvk,vvrrt,vkrrt,vvrrt,vkrrt,vvtrr,kvtrr,vvtrr,kvtrr,rrtvv,rrtvk,rrtvv,rrtvk,trrvv,trrkv,trrvv,trrkv
108,788,A10,E,7,3,"[0,[[[2,[1]],0]]]",ssmrtss,stmr,vk,False,skmktvs,svmktks,tkmvsks,tkmksvs,sksvmkt,svskmkt,svtkmks,sktkmvs,svtkmks,sktkmvs,sksvmkt,svskmkt,tkmvsks,tkmksvs,skmktvs,svmktks,smtsvkk,smtskkv,tmsskvk,tmssvkk,ssmtkvk,ssmtkkv,stmskkv,stmsvkk,kkvstms,vkkstms,kvkssmt,kkvssmt,kvktmss,vkktmss,vkksmts,kkvsmts,kkvsmts,vkksmts,kvktmss,kkvtmss,kvkssmt,vkkssmt,vkkstms,kkvstms,smtskkv,smtsvkk,tmsskvk,tmsskkv,ssmtkvk,ssmtvkk,stmsvkk,stmskkv,vkkstms,kkvstms,kvkssmt,vkkssmt,kvktmss,kkvtmss,kkvsmts,vkksmts,stmsvkk,stmskkv,ssmtkvk,ssmtvkk,tmsskvk,tmsskkv,smtskkv,smtsvkk
109,789,A10,E,7,3,"[2,[[2,[1,[3]]]]]",mmmmtrr,stmr,vk,False,mkmvtkr,mvmktkr,mvrktkm,mkrktvm,mktkrvm,mvtkrkm,rktvmkm,rktkmvm,rktvmkm,rktkmvm,mktkrvm,mvtkrkm,mvrktkm,mkrktvm,mkmvtkr,mvmktkr,mmtrkvk,mmtrkkv,mrtmkkv,mrtmvkk,mtrmvkk,mtrmkkv,rtmmkvk,rtmmvkk,kvkrtmm,vkkrtmm,vkkmtrm,kkvmtrm,kkvmrtm,vkkmrtm,kvkmmtr,kkvmmtr,kvkmmtr,vkkmmtr,vkkmrtm,kkvmrtm,kkvmtrm,vkkmtrm,kvkrtmm,kkvrtmm,mmtrkvk,mmtrvkk,mrtmvkk,mrtmkkv,mtrmkkv,mtrmvkk,rtmmkvk,rtmmkkv,kvkrtmm,kkvrtmm,kkvmtrm,vkkmtrm,vkkmrtm,kkvmrtm,kvkmmtr,vkkmmtr,rtmmkvk,rtmmkkv,mtrmkkv,mtrmvkk,mrtmvkk,mrtmkkv,mmtrkvk,mmtrvkk
110,790,A10,E,7,3,"[0,[[0,1],[1]]]",strsstt,stmr,vk,False,svsvtkt,sksktkt,svtksvt,sktkskt,tvsktvs,tksktks,tktvsvs,tktksks,tktvsvs,tktksks,tvsktvs,tksktks,svtksvt,sktkskt,svsvtkt,sksktkt,ssttkvv,ssttkkk,ststvkv,ststkkk,tstsvkv,tstskkk,ttssvvk,ttsskkk,vvkttss,kkkttss,vkvtsts,kkktsts,vkvstst,kkkstst,kvvsstt,kkksstt,vvksstt,kkksstt,vkvstst,kkkstst,vkvtsts,kkktsts,kvvttss,kkkttss,ssttvvk,ssttkkk,ststvkv,ststkkk,tstsvkv,tstskkk,ttsskvv,ttsskkk,kvvttss,kkkttss,vkvtsts,kkktsts,vkvstst,kkkstst,vvksstt,kkksstt,ttsskvv,ttsskkk,tstsvkv,tstskkk,ststvkv,ststkkk,ssttvvk,ssttkkk
103,783,A10,E,7,2,"[[1,1],[3]]",tttrr,stmr,vk,True,tvtkr,tvtvr,rktvt,rvtvt,tvtkr,tvtvr,rktvt,rvtvt,rktvt,rvtvt,tvtkr,tvtvr,rktvt,rvtvt,tvtkr,tvtvr,ttrkv,ttrvv,rttvk,rttvv,ttrkv,ttrvv,rttvk,rttvv,vkrtt,vvrtt,kvttr,vvttr,vkrtt,vvrtt,kvttr,vvttr,vkttr,vvttr,kvrtt,vvrtt,vkttr,vvttr,kvrtt,vvrtt,ttrvk,ttrvv,rttkv,rttvv,ttrvk,ttrvv,rttkv,rttvv,kvrtt,vvrtt,vkttr,vvttr,kvrtt,vvrtt,vkttr,vvttr,rttkv,rttvv,ttrvk,ttrvv,rttkv,rttvv,ttrvk,ttrvv
111,791,A10,E,7,3,"[3,[0,[[1,1]]]]",rrssttt,stmr,vk,False,rvsktvt,rksktvt,rvtvtks,rktvtks,sktvtvr,sktvtkr,tvtksvr,tvtkskr,tvtksvr,tvtkskr,sktvtvr,sktvtkr,rvtvtks,rktvtks,rvsktvt,rksktvt,rsttvkv,rsttvkk,rttskvv,rttskvk,sttrvvk,sttrkvk,ttsrvkv,ttsrkkv,vkvttsr,kkvttsr,vvksttr,kvksttr,kvvrtts,kvkrtts,vkvrstt,vkkrstt,vkvrstt,kkvrstt,vvkrtts,kvkrtts,kvvsttr,kvksttr,vkvttsr,vkkttsr,rsttvkv,rsttkkv,rttsvvk,rttskvk,sttrkvv,sttrkvk,ttsrvkv,ttsrvkk,vkvttsr,vkkttsr,kvvsttr,kvksttr,vvkrtts,kvkrtts,vkvrstt,kkvrstt,ttsrvkv,ttsrvkk,sttrkvv,sttrkvk,rttsvvk,rttskvk,rsttvkv,rsttkkv
113,793,A10,E,7,3,"[[0,[1,2]],[3]]",stttmrr,stmr,vk,False,svtvmkr,svtkmvr,rksvtvm,rvsvtkm,mvtvskr,mktvsvr,rkmvtvs,rvmktvs,rkmvtvs,rvmktvs,mvtvskr,mktvsvr,rksvtvm,rvsvtkm,svtvmkr,svtkmvr,stmrkvv,stmrvkv,rstmvvk,rstmkvv,mtsrkvv,mtsrvvk,rmtsvvk,rmtsvkv,vvkrmts,vkvrmts,kvvmtsr,vvkmtsr,vvkrstm,kvvrstm,kvvstmr,vkvstmr,vvkstmr,vkvstmr,kvvrstm,vvkrstm,vvkmtsr,kvvmtsr,kvvrmts,vkvrmts,stmrvvk,stmrvkv,rstmkvv,rstmvvk,mtsrvvk,mtsrkvv,rmtskvv,rmtsvkv,kvvrmts,vkvrmts,vvkmtsr,kvvmtsr,kvvrstm,vvkrstm,vvkstmr,vkvstmr,rmtskvv,rmtsvkv,mtsrvvk,mtsrkvv,rstmkvv,rstmvvk,stmrvvk,stmrvkv
114,794,A10,E,7,3,"[[[2,[1]],[3]],[2]]",mrtrrrm,stmr,vk,False,mktkrkm,mvtkrvm,mkrktkm,mvrktvm,mktkrkm,mvtkrvm,mkrktkm,mvrktvm,mkrktkm,mvrktvm,mktkrkm,mvtkrvm,mkrktkm,mvrktvm,mktkrkm,mvtkrvm,mtrmkkk,mtrmvkv,mrtmkkk,mrtmvkv,mtrmkkk,mtrmvkv,mrtmkkk,mrtmvkv,kkkmrtm,vkvmrtm,kkkmtrm,vkvmtrm,kkkmrtm,vkvmrtm,kkkmtrm,vkvmtrm,kkkmtrm,vkvmtrm,kkkmrtm,vkvmrtm,kkkmtrm,vkvmtrm,kkkmrtm,vkvmrtm,mtrmkkk,mtrmvkv,mrtmkkk,mrtmvkv,mtrmkkk,mtrmvkv,mrtmkkk,mrtmvkv,kkkmrtm,vkvmrtm,kkkmtrm,vkvmtrm,kkkmrtm,vkvmrtm,kkkmtrm,vkvmtrm,mrtmkkk,mrtmvkv,mtrmkkk,mtrmvkv,mrtmkkk,mrtmvkv,mtrmkkk,mtrmvkv
115,795,A10,E,7,3,"[3,[[3,[0,[3]]]]]",rrrrsrr,stmr,vk,False,rkrvskr,rvrkskr,rvrkskr,rkrksvr,rkskrvr,rvskrkr,rksvrkr,rkskrvr,rksvrkr,rkskrvr,rkskrvr,rvskrkr,rvrkskr,rkrksvr,rkrvskr,rvrkskr,rrsrkvk,rrsrkkv,rrsrkkv,rrsrvkk,rsrrvkk,rsrrkkv,rsrrkvk,rsrrvkk,kvkrsrr,vkkrsrr,vkkrsrr,kkvrsrr,kkvrrsr,vkkrrsr,kvkrrsr,kkvrrsr,kvkrrsr,vkkrrsr,vkkrrsr,kkvrrsr,kkvrsrr,vkkrsrr,kvkrsrr,kkvrsrr,rrsrkvk,rrsrvkk,rrsrvkk,rrsrkkv,rsrrkkv,rsrrvkk,rsrrkvk,rsrrkkv,kvkrsrr,kkvrsrr,kkvrsrr,vkkrsrr,vkkrrsr,kkvrrsr,kvkrrsr,vkkrrsr,rsrrkvk,rsrrkkv,rsrrkkv,rsrrvkk,rrsrvkk,rrsrkkv,rrsrkvk,rrsrvkk
116,796,A10,E,7,3,"[[0,[2,[0]]],[1]]",ssmrstt,stmr,vk,False,svmkskt,svmvsvt,tksvskm,tvsvsvm,mksvskt,mvsvsvt,tkskmvs,tvsvmvs,tkskmvs,tvsvmvs,mksvskt,mvsvsvt,tksvskm,tvsvsvm,svmkskt,svmvsvt,smstkkv,smstvvv,tssmkvk,tssmvvv,msstkvk,msstvvv,tsmsvkk,tsmsvvv,vkktsms,vvvtsms,kvkmsst,vvvmsst,kvktssm,vvvtssm,kkvsmst,vvvsmst,vkksmst,vvvsmst,kvktssm,vvvtssm,kvkmsst,vvvmsst,kkvtsms,vvvtsms,smstvkk,smstvvv,tssmkvk,tssmvvv,msstkvk,msstvvv,tsmskkv,tsmsvvv,kkvtsms,vvvtsms,kvkmsst,vvvmsst,kvktssm,vvvtssm,vkksmst,vvvsmst,tsmskkv,tsmsvvv,msstkvk,msstvvv,tssmkvk,tssmvvv,smstvkk,smstvvv
117,797,A10,E,7,3,"[1,[[[0,1],[3]]]]",ttstrrr,stmr,vk,False,tksvtkr,tvsvtvr,rksvtkt,rvsvtvt,tktvskr,tvtvsvr,rktvskt,rvtvsvt,rktvskt,rvtvsvt,tktvskr,tvtvsvr,rksvtkt,rvsvtvt,tksvtkr,tvsvtvr,tstrkvk,tstrvvv,rsttkvk,rsttvvv,ttsrkvk,ttsrvvv,rtstkvk,rtstvvv,kvkrtst,vvvrtst,kvkttsr,vvvttsr,kvkrstt,vvvrstt,kvktstr,vvvtstr,kvktstr,vvvtstr,kvkrstt,vvvrstt,kvkttsr,vvvttsr,kvkrtst,vvvrtst,tstrkvk,tstrvvv,rsttkvk,rsttvvv,ttsrkvk,ttsrvvv,rtstkvk,rtstvvv,kvkrtst,vvvrtst,kvkttsr,vvvttsr,kvkrstt,vvvrstt,kvktstr,vvvtstr,rtstkvk,rtstvvv,ttsrkvk,ttsrvvv,rsttkvk,rsttvvv,tstrkvk,tstrvvv
118,798,A10,E,7,3,"[[[1,3],1],1]",ttrtttt,stmr,vk,False,tvrvtvt,tkrvtkt,tvrvtvt,tkrvtkt,tvtvrvt,tktvrkt,tvtvrvt,tktvrkt,tvtvrvt,tktvrkt,tvtvrvt,tktvrkt,tvrvtvt,tkrvtkt,tvrvtvt,tkrvtkt,trttvvv,trttkvk,trttvvv,trttkvk,ttrtvvv,ttrtkvk,ttrtvvv,ttrtkvk,vvvttrt,kvkttrt,vvvttrt,kvkttrt,vvvtrtt,kvktrtt,vvvtrtt,kvktrtt,vvvtrtt,kvktrtt,vvvtrtt,kvktrtt,vvvttrt,kvkttrt,vvvttrt,kvkttrt,trttvvv,trttkvk,trttvvv,trttkvk,ttrtvvv,ttrtkvk,ttrtvvv,ttrtkvk,vvvttrt,kvkttrt,vvvttrt,kvkttrt,vvvtrtt,kvktrtt,vvvtrtt,kvktrtt,ttrtvvv,ttrtkvk,ttrtvvv,ttrtkvk,trttvvv,trttkvk,trttvvv,trttkvk
119,799,A10,E,7,3,"[[[1,1],2],1]",ttttmtt,stmr,vk,False,tvtvmvt,tktvmkt,tvtvmvt,tktvmkt,tvmvtvt,tkmvtkt,tvmvtvt,tkmvtkt,tvmvtvt,tkmvtkt,tvmvtvt,tkmvtkt,tvtvmvt,tktvmkt,tvtvmvt,tktvmkt,ttmtvvv,ttmtkvk,ttmtvvv,ttmtkvk,tmttvvv,tmttkvk,tmttvvv,tmttkvk,vvvtmtt,kvktmtt,vvvtmtt,kvktmtt,vvvttmt,kvkttmt,vvvttmt,kvkttmt,vvvttmt,kvkttmt,vvvttmt,kvkttmt,vvvtmtt,kvktmtt,vvvtmtt,kvktmtt,ttmtvvv,ttmtkvk,ttmtvvv,ttmtkvk,tmttvvv,tmttkvk,tmttvvv,tmttkvk,vvvtmtt,kvktmtt,vvvtmtt,kvktmtt,vvvttmt,kvkttmt,vvvttmt,kvkttmt,tmttvvv,tmttkvk,tmttvvv,tmttkvk,ttmtvvv,ttmtkvk,ttmtvvv,ttmtkvk
112,792,A10,E,7,3,"[0,[[3,[2]],[2]]]",ssrrmrm,stmr,vk,False,svrkmkm,skrvmkm,svmkmkr,skmkmvr,rkmkmvs,rvmkmks,mkmkrvs,mkmvrks,mkmkrvs,mkmvrks,rkmkmvs,rvmkmks,svmkmkr,skmkmvr,svrkmkm,skrvmkm,srmmkkv,srmmkvk,smmrkkv,smmrvkk,rmmsvkk,rmmskkv,mmrsvkk,mmrskvk,vkkmmrs,kvkmmrs,vkkrmms,kkvrmms,kkvsmmr,vkksmmr,kkvsrmm,kvksrmm,vkksrmm,kvksrmm,vkksmmr,kkvsmmr,kkvrmms,vkkrmms,kkvmmrs,kvkmmrs,srmmvkk,srmmkvk,smmrvkk,smmrkkv,rmmskkv,rmmsvkk,mmrskkv,mmrskvk,kkvmmrs,kvkmmrs,kkvrmms,vkkrmms,vkksmmr,kkvsmmr,vkksrmm,kvksrmm,mmrskkv,mmrskvk,rmmskkv,rmmsvkk,smmrvkk,smmrkkv,srmmvkk,srmmkvk
81,761,A10,E,7,0,1,t,stmr,vk,True,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t
102,782,A10,E,7,2,"[[0,[0]],1]",srstt,stmr,vk,True,sksvt,skskt,sksvt,skskt,tvsks,tksks,tvsks,tksks,tvsks,tksks,tvsks,tksks,sksvt,skskt,sksvt,skskt,sstvk,sstkk,sstvk,sstkk,tsskv,tsskk,tsskv,tsskk,kvtss,kktss,kvtss,kktss,vksst,kksst,vksst,kksst,kvsst,kksst,kvsst,kksst,vktss,kktss,vktss,kktss,sstkv,sstkk,sstkv,sstkk,tssvk,tsskk,tssvk,tsskk,vktss,kktss,vktss,kktss,kvsst,kksst,kvsst,kksst,tssvk,tsskk,tssvk,tsskk,sstkv,sstkk,sstkv,sstkk
100,780,A10,E,7,2,"[1,[[0,[2]]]]",trrrm,stmr,vk,True,tkskm,tvsvm,mkskt,mvsvt,tkskm,tvsvm,mkskt,mvsvt,mkskt,mvsvt,tkskm,tvsvm,mkskt,mvsvt,tkskm,tvsvm,tsmkk,tsmvv,mstkk,mstvv,tsmkk,tsmvv,mstkk,mstvv,kkmst,vvmst,kktsm,vvtsm,kkmst,vvmst,kktsm,vvtsm,kktsm,vvtsm,kkmst,vvmst,kktsm,vvtsm,kkmst,vvmst,tsmkk,tsmvv,mstkk,mstvv,tsmkk,tsmvv,mstkk,mstvv,kkmst,vvmst,kktsm,vvtsm,kkmst,vvmst,kktsm,vvtsm,mstkk,mstvv,tsmkk,tsmvv,mstkk,mstvv,tsmkk,tsmvv
83,763,A10,E,7,0,3,r,stmr,vk,True,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
